label,p_full,p_tab_only,p_img_only,d_tab,d_img,img_reliance,shap_mag,gcam_mag,category
0,0.806439995765686,0.40811824798583984,0.8099893927574158,0.0035493969917297363,0.3983217477798462,0.991167798560344,0.07536255965630177,0.19668985903263092,tabular-driven
1,0.8586855530738831,0.40890222787857056,0.8612862229347229,0.0026006698608398438,0.4497833251953125,0.9942511675218998,0.07640073175231571,0.26651784777641296,both-strong
0,0.8239170908927917,0.4096926748752594,0.8271061182022095,0.0031890273094177246,0.41422441601753235,0.9923600035312714,0.07743719001611053,0.26449042558670044,both-strong
1,0.8674572110176086,0.410484254360199,0.8697137832641602,0.0022565722465515137,0.45697295665740967,0.9950861561476702,0.07848158508539156,0.23938196897506714,both-strong
1,0.8432073593139648,0.4112781286239624,0.8457369208335876,0.0025295615196228027,0.43192923069000244,0.9941776492805358,0.07951759060223877,0.24085752665996552,both-strong
1,0.8493293523788452,0.41207486391067505,0.8516522645950317,0.0023229122161865234,0.43725448846817017,0.9947155559868964,0.08054340715209606,0.2779943645000458,both-strong
1,0.8859920501708984,0.41288039088249207,0.8877831697463989,0.0017911195755004883,0.47311165928840637,0.9962284290227368,0.08156135251124721,0.24922385811805725,both-strong
1,0.8238284587860107,0.4137018620967865,0.8262214064598083,0.0023929476737976074,0.41012659668922424,0.9941991654735189,0.08257887209455166,0.24412405490875244,both-strong
1,0.7537091374397278,0.41454067826271057,0.7560595273971558,0.0023503899574279785,0.3391684591770172,0.9931178033231169,0.08359319850802399,0.21109773218631744,tabular-driven
1,0.7591500878334045,0.41543540358543396,0.7614025473594666,0.0022524595260620117,0.3437146842479706,0.9934893544040507,0.08459013288219751,0.2636799216270447,both-strong
1,0.7310284972190857,0.4163438677787781,0.7332620024681091,0.0022335052490234375,0.3146846294403076,0.9929523907467876,0.08559511472781517,0.2620745599269867,both-strong
1,0.8003572225570679,0.4172638952732086,0.8025637269020081,0.0022065043449401855,0.38309332728385925,0.9942732539530448,0.08659776796897187,0.2156849354505539,tabular-driven
1,0.2723969519138336,0.3906557261943817,0.2688707113265991,0.003526240587234497,0.1182587742805481,0.9710452858135653,0.041069687207540076,0.05911114811897278,both-weak
1,0.7209532856941223,0.3744703531265259,0.7358366847038269,0.01488339900970459,0.34648293256759644,0.958813516099089,0.02683215796947528,0.22818344831466675,image-driven
1,0.7794800996780396,0.394805908203125,0.7736014127731323,0.0058786869049072266,0.38467419147491455,0.9849477571929002,0.03672621717055641,0.2429458647966385,image-driven
0,0.6736864447593689,0.39701583981513977,0.6674754023551941,0.006211042404174805,0.2766706049442291,0.9780436368253983,0.034232802192370196,0.17007261514663696,both-weak
0,0.8525630831718445,0.3994348645210266,0.8477790951728821,0.004783987998962402,0.45312821865081787,0.9895525871007252,0.03147808571656567,0.1856333315372467,both-weak
1,0.6648811101913452,0.401836097240448,0.6570404767990112,0.007840633392333984,0.2630450129508972,0.9710555239499307,0.03328919902443912,0.16158808767795563,both-weak
1,0.7441730499267578,0.40387770533561707,0.7362189888954163,0.007954061031341553,0.34029534459114075,0.9771598438517867,0.03531665200988439,0.12921378016471863,both-weak
1,0.2940669655799866,0.3939342796802521,0.29067885875701904,0.0033881068229675293,0.0998673141002655,0.9671870351740968,0.04274747222661975,0.12079861015081406,both-weak
0,0.9004536271095276,0.38125666975975037,0.8998367190361023,0.000616908073425293,0.5191969573497772,0.998813194293971,0.03527322918176653,0.32107535004615784,image-driven
1,0.7839845418930054,0.3863372206687927,0.7807215452194214,0.0032629966735839844,0.39764732122421265,0.991861006198833,0.03544801632563229,0.16421076655387878,both-weak
1,0.7847596406936646,0.3901588022708893,0.7805247902870178,0.0042348504066467285,0.39460083842277527,0.989381942441271,0.03402267893155416,0.3706592917442322,image-driven
1,0.8222952485084534,0.39419567584991455,0.81772381067276,0.004571437835693359,0.4280995726585388,0.9894343563142466,0.03231210082769331,0.3048737943172455,image-driven
1,0.8579162359237671,0.39694303274154663,0.8528538942337036,0.0050623416900634766,0.46097320318222046,0.9891374131498383,0.043998641570409176,0.24364952743053436,both-strong
1,0.8181641697883606,0.3714492619037628,0.8278169631958008,0.009652793407440186,0.4467149078845978,0.9788486276119057,0.027846647997697274,0.21005553007125854,both-weak
1,0.809575080871582,0.37214815616607666,0.8191623091697693,0.009587228298187256,0.43742692470550537,0.9785527191492855,0.026153026719888103,0.21398167312145233,both-weak
1,0.7757394909858704,0.37279707193374634,0.786567747592926,0.010828256607055664,0.402942419052124,0.9738302712532544,0.02439317335685095,0.20025312900543213,both-weak
1,0.8030217885971069,0.3734574317932129,0.8126785755157471,0.009656786918640137,0.42956435680389404,0.9780138164184584,0.02253286078572267,0.22476668655872345,image-driven
1,0.8193151354789734,0.37415409088134766,0.8279380798339844,0.008622944355010986,0.44516104459762573,0.9809976676680683,0.022503889103730933,0.2032509595155716,both-weak
1,0.7782726883888245,0.37483447790145874,0.7883861064910889,0.010113418102264404,0.4034382104873657,0.9755449449148477,0.02377445071935623,0.2000800222158432,both-weak
1,0.812883734703064,0.3754193186759949,0.8211976885795593,0.008313953876495361,0.4374644160270691,0.9813495578715731,0.024850419859091533,0.21570053696632385,both-weak
1,0.7507970929145813,0.3759647309780121,0.761723518371582,0.010926425457000732,0.3748323619365692,0.9716754730395609,0.025934009552002237,0.1812904179096222,both-weak
1,0.8781880140304565,0.3765873312950134,0.8835614919662476,0.005373477935791016,0.5016006827354431,0.9894008644884678,0.02691372056802103,0.22308769822120667,image-driven
1,0.8736540079116821,0.37741920351982117,0.8789218068122864,0.005267798900604248,0.49623480439186096,0.9894959492513506,0.027910102605819734,0.23502294719219208,image-driven
1,0.7940886616706848,0.37841615080833435,0.801921546459198,0.007832884788513184,0.41567251086235046,0.98150461674397,0.02895686089992513,0.20296098291873932,both-weak
1,0.784574031829834,0.37955427169799805,0.7922841310501099,0.007710099220275879,0.40501976013183594,0.9813192361571046,0.030615525792042526,0.18516966700553894,both-weak
1,0.7633295655250549,0.3803161084651947,0.7715767025947571,0.008247137069702148,0.38301345705986023,0.9789216011459944,0.03287414893507964,0.17056572437286377,both-weak
1,0.820519745349884,0.38109922409057617,0.8271040916442871,0.006584346294403076,0.43942052125930786,0.9852370307461265,0.03506013070543581,0.1926877349615097,both-weak
1,0.8342592716217041,0.38189250230789185,0.8404454588890076,0.006186187267303467,0.45236676931381226,0.9865093070634204,0.037078713426987285,0.19749058783054352,both-weak
1,0.818159818649292,0.38267195224761963,0.8247038722038269,0.006544053554534912,0.43548786640167236,0.9851954958204416,0.03892543777823453,0.22773486375808716,image-driven
1,0.7426223754882812,0.3834531307220459,0.7520655393600464,0.009443163871765137,0.35916924476623535,0.974381834701454,0.04059514274199773,0.1866776943206787,both-weak
1,0.7752377986907959,0.3842509984970093,0.7828705906867981,0.007632791996002197,0.3909868001937866,0.9808519150737397,0.04214170535405503,0.17571453750133514,both-weak
1,0.8393017649650574,0.384939581155777,0.8452249765396118,0.005923211574554443,0.4543621838092804,0.9871314156276256,0.043610513607660564,0.20292487740516663,tabular-driven
1,0.9042888283729553,0.3854001760482788,0.9079276919364929,0.0036388635635375977,0.5188886523246765,0.9930360155527651,0.0450475334127743,0.24628618359565735,both-strong
1,0.8698176145553589,0.3858403265476227,0.8749454617500305,0.005127847194671631,0.4839772880077362,0.9895158387823756,0.04638066371281943,0.2180764526128769,tabular-driven
1,0.8628100156784058,0.3862796425819397,0.8682260513305664,0.0054160356521606445,0.47653037309646606,0.9887621415131097,0.04764251763621992,0.2183108776807785,tabular-driven
1,0.8488742113113403,0.386659175157547,0.8548452258110046,0.005971014499664307,0.46221503615379333,0.9872464710048598,0.04885196119546906,0.23586681485176086,both-strong
1,0.852913498878479,0.3870154619216919,0.8588380813598633,0.005924582481384277,0.4658980369567871,0.9874431786189674,0.04999642943342525,0.24855148792266846,both-strong
1,0.8103004693984985,0.38737180829048157,0.8175761103630066,0.007275640964508057,0.42292866110801697,0.9830879171585767,0.05109690934419615,0.20526309311389923,tabular-driven
1,0.8204942941665649,0.3877285420894623,0.8276277184486389,0.007133424282073975,0.43276575207710266,0.9837839339028703,0.052173328250646696,0.22612985968589783,both-strong
0,0.8444753885269165,0.3880847096443176,0.8509895205497742,0.006514132022857666,0.4563906788825989,0.985927685933113,0.05322612658143062,0.24765382707118988,both-strong
1,0.8453460335731506,0.3884303867816925,0.8519189953804016,0.0065729618072509766,0.45691564679145813,0.9858184828203044,0.05427898754676152,0.2247115969657898,both-strong
1,0.854888916015625,0.3887771964073181,0.8611997961997986,0.006310880184173584,0.4661117196083069,0.9866414306738076,0.05531851480404576,0.21672406792640686,tabular-driven
0,0.8309478759765625,0.3891872763633728,0.8382055759429932,0.007257699966430664,0.4417605996131897,0.9838364943887801,0.05631489321589482,0.22870223224163055,both-strong
1,0.9169523119926453,0.38967105746269226,0.9205157160758972,0.003563404083251953,0.527281254529953,0.9932872753670839,0.057257255812485953,0.2405257374048233,both-strong
1,0.8200733065605164,0.3900814950466156,0.8278344869613647,0.007761180400848389,0.42999181151390076,0.9822703890849391,0.058208213746547686,0.22449660301208496,both-strong
1,0.8910200595855713,0.39046648144721985,0.8959069848060608,0.004886925220489502,0.5005535781383514,0.9903313345659333,0.059159151514371275,0.2147449553012848,tabular-driven
1,0.816815972328186,0.39083579182624817,0.824934184551239,0.008118212223052979,0.42598018050193787,0.9812986590780063,0.06011178508400941,0.22518125176429749,both-strong
1,0.9018274545669556,0.3911893367767334,0.9061571955680847,0.00432974100112915,0.5106381177902222,0.9915921919336612,0.06106871689359346,0.2500007450580597,both-strong
1,0.862492024898529,0.3915962874889374,0.8687686920166016,0.00627666711807251,0.4708957374095917,0.9868461023165274,0.062033889144658946,0.23167553544044495,both-strong
1,0.9320634007453918,0.39204609394073486,0.9350959062576294,0.003032505512237549,0.540017306804657,0.9944157692579669,0.06300454825162859,0.24348372220993042,both-strong
0,0.9123063087463379,0.39252206683158875,0.9163262844085693,0.004019975662231445,0.5197842419147491,0.9923254043198024,0.06396794577439652,0.23370034992694855,both-strong
0,0.893345296382904,0.3929353952407837,0.898202121257782,0.00485682487487793,0.5004099011421204,0.9903875823823981,0.06495478197932285,0.23113201558589935,both-strong
1,0.8649470806121826,0.3934336304664612,0.8712732195854187,0.006326138973236084,0.47151345014572144,0.9867609361281479,0.06591366360584908,0.2206825315952301,tabular-driven
1,0.3380468487739563,0.3933742344379425,0.3361215889453888,0.0019252598285675049,0.055327385663986206,0.9663723924767488,0.042475511233011576,0.14706651866436005,both-weak
1,0.6036686301231384,0.39505332708358765,0.6022128462791443,0.0014557838439941406,0.20861530303955078,0.9930699945609311,0.04034299055735234,0.19633527100086212,both-weak
1,0.6929080486297607,0.37420952320098877,0.708672046661377,0.01576399803161621,0.318698525428772,0.9528676415007685,0.02600039963920906,0.15201197564601898,both-weak
0,0.7089995741844177,0.4110164940357208,0.6944702863693237,0.014529287815093994,0.2979830801486969,0.9535080885123295,0.04500532413522376,0.14604470133781433,tabular-driven
0,0.2960752546787262,0.41390979290008545,0.2829228937625885,0.013152360916137695,0.11783453822135925,0.8995901880367935,0.04226026495297776,0.13362246751785278,both-weak
1,0.5120409727096558,0.4157150983810425,0.5001291632652283,0.01191180944442749,0.09632587432861328,0.8899475863796128,0.03897756819923708,0.20851078629493713,both-weak
